1.399999999999999911e+00	1.101198768615722656e+03	1.343307971954345703e+03	1.336046218872070312e+03
2.000000000000000000e+00	8.495182037353515625e+02	1.271446037292480469e+03	1.165847778320312500e+03
3.000000000000000000e+00	5.268631458282470703e+02	1.131947326660156250e+03	8.554297447204589844e+02
4.000000000000000000e+00	3.612407207489013672e+02	1.037456703186035156e+03	4.781582832336425781e+02
5.000000000000000000e+00	2.723155736923217773e+02	9.848340034484863281e+02	2.830826282501220703e+02
6.000000000000000000e+00	1.843758702278137207e+02	9.031417846679687500e+02	1.974053144454956055e+02
7.000000000000000000e+00	1.461042642593383789e+02	8.712666511535644531e+02	1.479688167572021484e+02
8.000000000000000000e+00	1.167204737663269043e+02	8.374285697937011719e+02	1.234512805938720703e+02
9.000000000000000000e+00	8.490015864372253418e+01	8.106302261352539062e+02	1.077621340751647949e+02
1.000000000000000000e+01	6.024229526519775391e+01	7.862794876098632812e+02	9.533151984214782715e+01
1.100000000000000000e+01	3.728442490100860596e+01	7.436825752258300781e+02	8.572567701339721680e+01
1.200000000000000000e+01	2.052716910839080811e+01	7.055195808410644531e+02	7.526628375053405762e+01
1.300000000000000000e+01	7.918383926153182983e+00	6.500651359558105469e+02	7.126545310020446777e+01
1.400000000000000000e+01	0.000000000000000000e+00	6.399288177490234375e+02	6.955904960632324219e+01
1.500000000000000000e+01	0.000000000000000000e+00	5.869948863983154297e+02	5.496530532836914062e+01
1.600000000000000000e+01	0.000000000000000000e+00	5.277002334594726562e+02	5.034297704696655273e+01
1.700000000000000000e+01	0.000000000000000000e+00	4.762485980987548828e+02	5.203105807304382324e+01
1.800000000000000000e+01	0.000000000000000000e+00	4.203842639923095703e+02	3.860388994216918945e+01
1.900000000000000000e+01	0.000000000000000000e+00	3.941204547882080078e+02	3.738861680030822754e+01
2.000000000000000000e+01	0.000000000000000000e+00	3.674618482589721680e+02	2.941577732563018799e+01
2.100000000000000000e+01	0.000000000000000000e+00	3.298685789108276367e+02	1.935377866029739380e+01
